instance_index,tempo_original,tempo_relaxado,tempo_relaxado_global,len_original,len_relaxado,len_relaxado_global,delta
0.0,4.277714967727661,0.5737795829772949,0.7394843101501465,46.0,0.0,25.0,0.1
1.0,6.566436290740967,0.7478864192962646,0.8106057643890381,43.0,0.0,30.0,0.1
2.0,4.451732397079468,0.6004176139831543,0.9319190979003906,45.0,0.0,23.0,0.1
3.0,6.246564865112305,0.592003583908081,0.8687331676483154,45.0,0.0,30.0,0.1
4.0,4.913345098495483,0.9130697250366212,0.8987221717834473,45.0,0.0,25.0,0.1
5.0,4.5239646434783936,0.5426452159881592,0.8047282695770264,43.0,0.0,30.0,0.1
6.0,5.803256750106812,0.8103375434875488,1.195544958114624,41.0,0.0,25.0,0.1
7.0,5.034742832183838,0.8544661998748779,0.8529064655303955,40.0,0.0,25.0,0.1
8.0,6.321757078170776,0.5765507221221924,0.7684195041656494,44.0,0.0,32.0,0.1
9.0,2.331637382507324,0.5618505477905273,0.8917512893676758,51.0,0.0,30.0,0.1
10.0,7.611124515533447,0.6239001750946045,0.7261006832122803,44.0,0.0,25.0,0.0001
11.0,7.029282808303833,0.6413290500640869,1.3307380676269531,44.0,0.0,28.0,0.0001
12.0,5.976654529571533,0.6630985736846924,0.9685678482055664,46.0,0.0,25.0,0.0001
13.0,4.961803436279297,0.5603988170623779,1.040992259979248,46.0,0.0,31.0,0.0001
14.0,5.164209365844727,0.6407861709594727,0.7686495780944824,45.0,0.0,25.0,0.0001
15.0,6.879749059677124,0.6295044422149658,0.8392066955566406,43.0,0.0,26.0,0.0001
16.0,3.62852954864502,0.6239814758300781,1.2731304168701172,46.0,0.0,23.0,0.0001
17.0,8.600260496139526,0.7961888313293457,0.867067813873291,43.0,0.0,35.0,0.0001
18.0,6.430191278457642,0.7755959033966064,0.9980456829071044,43.0,0.0,31.0,0.0001
19.0,5.26793098449707,0.5651938915252686,1.0201692581176758,43.0,0.0,24.0,0.0001
20.0,5.337846517562866,0.5656752586364746,0.8685846328735352,46.0,0.0,31.0,0.001
21.0,4.476343393325806,0.5575733184814453,0.9384570121765137,45.0,0.0,30.0,0.001
22.0,6.155750513076782,0.8889260292053223,2.2740988731384277,40.0,0.0,27.0,0.001
23.0,3.568545341491699,0.5377271175384521,0.805880069732666,46.0,0.0,25.0,0.001
24.0,2.709444761276245,0.5721609592437744,0.810981273651123,48.0,0.0,28.0,0.001
25.0,3.667104721069336,0.5297238826751709,0.8032255172729492,48.0,0.0,30.0,0.001
26.0,4.708664655685425,0.6259799003601074,0.8971898555755615,44.0,0.0,29.0,0.001
27.0,4.960784912109375,0.505889892578125,0.8442058563232422,45.0,0.0,31.0,0.001
28.0,3.117750883102417,0.5443470478057861,0.69510817527771,50.0,0.0,36.0,0.001
29.0,3.840705394744873,0.4987611770629883,0.7727341651916504,44.0,0.0,34.0,0.001
